word,solved,guesses,attempts
otter,1,soare-older-futon-otter,4
gauze,1,soare-gault-azygy-gauze,4
delay,1,soare-clean-metal-delay,4
ready,1,soare-daych-ready,3
edict,1,soare-inlet-edict,3
bloom,1,soare-biont-carom-bloom,4
dingo,1,soare-biont-daals-dingo,4
cheer,1,soare-cider-bhels-cheer,4
lunge,1,soare-tuile-balun-lunge,4
mealy,1,soare-letch-mealy,3
delta,1,soare-clean-bagel-dault-delta,5
duvet,1,soare-inlet-duvet,3
cynic,1,soare-linty-cynic,3
slink,1,soare-flint-aking-slink,4
covey,1,soare-manly-coped-covey,4
pitch,1,soare-linty-dight-pshaw-pitch,5
scout,1,soare-chout-scout,3
bossy,1,soare-buist-bossy,3
leaky,1,soare-letch-faiks-leaky,4
salty,1,soare-salty,2
gonad,1,soare-tical-named-gonad,4
theft,1,soare-inlet-theca-theft,4
stout,1,soare-chout-inapt-stout,4
reedy,1,soare-cider-nerdy-reedy,4
condo,1,soare-bludy-condo,3
surly,1,soare-shtup-surly,3
assay,1,soare-pasty-assay,3
psalm,1,soare-clash-psalm,3
swift,1,soare-flint-awash-swift,4
sport,1,soare-chant-sport,3
hinge,1,soare-tuile-ginch-hinge,4
ulcer,1,soare-cider-ulcer,3
shire,1,soare-aheap-shire,3
blade,1,soare-alive-blimp-adoze-blade,5
start,1,soare-thack-atimy-start,4
layer,1,soare-later-aggry-layer,4
lance,1,soare-gault-halva-lance,4
spoil,1,soare-chout-apiol-spoil,4
brawl,1,soare-train-crawl-baaed-brawl,5
flute,1,soare-tuile-flute,3
ratio,1,soare-manor-ridic-ratio,4
climb,1,soare-linty-child-flack-climb,5
canny,1,soare-canty-aband-canny,4
piggy,1,soare-linty-pized-gecko-piggy,5
guest,1,soare-guest,2
crave,1,soare-gitch-avant-crave,4
staid,1,soare-thilk-aband-staid,4
fling,1,soare-linty-black-fling,4
stunt,1,soare-flint-ethal-stunt,4
reuse,1,soare-vertu-reuse,3
plump,1,soare-linty-clump-plump,4
tower,1,soare-vower-clamp-rabat-tower,5
nurse,1,soare-vertu-capon-nurse,4
crate,1,soare-gitch-crate,3
fresh,1,soare-risen-chats-fresh,4
grunt,1,soare-briny-twank-grunt,4
glass,1,soare-clash-bafts-glass,4
joust,1,soare-buist-joust,3
debut,1,soare-inlet-theca-debut,4
wrath,1,soare-train-chaft-wrath,4
caste,1,soare-basti-chapt-caste,4
nymph,1,soare-linty-nymph,3
rainy,1,soare-rainy,2
image,1,soare-alive-among-image,4
donut,1,soare-bludy-donut,3
pecan,1,soare-clean-pecan,3
ahead,1,soare-clean-wheat-ahead,4
liner,1,soare-cider-favel-liner,4
total,1,soare-tical-actin-total,4
lodge,1,soare-budge-daals-lodge,4
pence,1,soare-tuile-dench-flaps-pence,5
ovate,1,soare-ovate,2
sassy,1,soare-salty-cuspy-sassy,4
party,1,soare-rainy-depth-party,4
snide,1,soare-cline-adapt-snide,4
wager,1,soare-later-grype-elbow-wager,5
clerk,1,soare-certy-clerk,3
cedar,1,soare-later-rabid-cedar,4
ranch,1,soare-rainy-ranch,3
ladle,1,soare-gault-labda-ladle,4
fanny,1,soare-canty-maund-naffs-fanny,5
throw,1,soare-crout-ablow-throw,4
audit,1,soare-canty-tidal-audit,4
spade,1,soare-thilk-spuds-spade,4
death,1,soare-letch-hadal-death,4
aorta,1,soare-moral-aorta,3
molar,1,soare-moral-molar,3
burst,1,soare-brust-burst,3
upper,1,soare-cider-letup-purda-upper,5
badly,1,soare-canty-godly-balms-badly,5
biddy,1,soare-linty-pized-badge-biddy,5
faith,1,soare-canty-filch-faith,4
slide,1,soare-cline-amide-slide,4
boozy,1,soare-bludy-stobs-boozy,4
mammy,1,soare-canty-godly-hamza-mammy,5
colon,1,soare-bludy-login-colon,4
haste,1,soare-basti-chapt-haste,4
azure,1,soare-azuki-azure,3
idiot,1,soare-biont-idiot,3
flail,1,soare-clink-pedal-flail,4
wheel,1,soare-inlet-bezil-expat-wheel,5
exult,1,soare-inlet-clefs-exult,4
blown,1,soare-biont-blown,3
uncut,1,soare-linty-uncut,3
least,1,soare-fluyt-least,3
cheap,1,soare-clean-adapt-cheap,4
merge,1,soare-price-nervy-merge,4
bring,1,soare-briny-aking-bring,4
quick,1,soare-linty-quich-quick,4
dowdy,1,soare-bludy-dhows-dowdy,4
brine,1,soare-price-bundt-brine,4
splat,1,soare-salty-splat,3
moral,1,soare-moral,2
beast,1,soare-fluyt-beast,3
cable,1,soare-gault-labda-cafes-cable,5
aptly,1,soare-canty-aptly,3
taffy,1,soare-canty-fable-taffy,4
croak,1,soare-manor-baked-croak,4
flood,1,soare-biont-flock-flood,4
prune,1,soare-price-aband-prune,4
obese,1,soare-chode-obese,3
apart,1,soare-audit-apart,3
lasso,1,soare-mason-lasso,3
grove,1,soare-piend-trave-grove,4
crash,1,soare-bachs-crash,3
arson,1,soare-arson,2
thief,1,soare-inlet-thief,3
enter,1,soare-cider-letup-enter,4
whose,1,soare-chode-tawai-whose,4
debit,1,soare-inlet-edict-debit,4
munch,1,soare-linty-bumph-munch,4
tense,1,soare-guest-tense,3
crowd,1,soare-crout-snowk-crowd,4
depot,1,soare-melon-aptly-depot,4
krill,1,soare-briny-flack-krill,4
trout,1,soare-crout-taggy-trout,4
champ,1,soare-clink-flimp-champ,4
clout,1,soare-biont-cafes-clout,4
prong,1,soare-crout-blown-figgy-prong,5
nanny,1,soare-canty-maund-naffs-nanny,5
posse,1,soare-pious-posse,3
modal,1,soare-tical-lindy-modal,4
booby,1,soare-bludy-stobs-booby,4
fiery,1,soare-certy-fique-fiery,4
fetal,1,soare-clean-metal-flaps-fetal,5
rarer,1,soare-later-grype-waker-acred-rarer,6
guise,1,soare-guest-guise,3
dummy,1,soare-linty-dumpy-dummy,4
avail,1,soare-clink-quack-avail,4
tutor,1,soare-crout-motor-tutor,4
dwarf,1,soare-audit-chard-dwarf,4
cloak,1,soare-aloft-cloak,3
grate,1,soare-gitch-grate,3
drift,1,soare-briny-flack-drift,4
greet,1,soare-cider-great-greet,4
tooth,1,soare-bludy-tonic-tooth,4
skimp,1,soare-flint-spiky-skimp,4
plumb,1,soare-linty-clump-plumb,4
final,1,soare-canty-final,3
tawny,1,soare-canty-tawny,3
alibi,1,soare-canty-apiol-alibi,4
power,1,soare-vower-clamp-power,4
lupus,1,soare-mushy-lupus,3
trump,1,soare-briny-thump-trump,4
coven,1,soare-manly-waked-coven,4
stung,1,soare-flint-aking-stung,4
marry,1,soare-hairy-campi-marry,4
missy,1,soare-mushy-missy,3
villa,1,soare-canty-apiol-villa,4
spice,1,soare-cline-spice,3
ideal,1,soare-clean-ideal,3
lease,1,soare-chase-ablet-lease,4
gauge,1,soare-gault-azygy-gauge,4
mania,1,soare-canty-milia-mania,4
enact,1,soare-letch-axing-enact,4
wispy,1,soare-mushy-wispy,3
spire,1,soare-aheap-spire,3
spiky,1,soare-flint-spiky,3
chess,1,soare-guest-blahs-chess,4
natal,1,soare-canty-daunt-natal,4
envoy,1,soare-melon-jivey-envoy,4
hello,1,soare-melon-cahow-hello,4
gayer,1,soare-later-grype-gayer,4
avoid,1,soare-aloft-dying-avoid,4
savvy,1,soare-salty-cuspy-vanda-savvy,5
deuce,1,soare-tuile-vendu-deuce,4
lynch,1,soare-linty-lynch,3
watch,1,soare-canty-bitch-lymph-halwa-watch,6
noise,1,soare-pious-noise,3
quilt,1,soare-linty-built-guqin-quilt,5
fixer,1,soare-cider-favel-boxen-fixer,5
demur,1,soare-cider-demur,3
goody,1,soare-bludy-dhows-gamas-goody,5
sober,1,soare-bawds-sober,3
begin,1,soare-inlet-being-begin,4
denim,1,soare-inlet-being-denim,4
jelly,1,soare-inlet-belch-jelly,4
tread,1,soare-later-godet-tread,4
tying,1,soare-linty-tying,3
cigar,1,soare-rainy-vicar-cigar,4
daisy,1,soare-pasty-daisy,3
route,1,soare-burgh-route,3
moldy,1,soare-bludy-moldy,3
smile,1,soare-cline-smile,3
edify,1,soare-inlet-edify,3
turbo,1,soare-crout-motor-turbo,4
canon,1,soare-aloft-bacon-canon,4
funky,1,soare-linty-flank-funky,4
onion,1,soare-biont-oakum-onion,4
pilot,1,soare-biont-alvar-pilot,4
whale,1,soare-alive-whale,3
folly,1,soare-bludy-hotly-wilco-fadge-folly,6
bloat,1,soare-aloft-badge-bloat,4
rally,1,soare-rainy-aptly-rally,4
dwelt,1,soare-inlet-clefs-dwelt,4
draft,1,soare-train-chaft-dagga-draft,5
clamp,1,soare-clink-clamp,3
arena,1,soare-later-break-arena,4
gloom,1,soare-biont-flock-gloom,4
photo,1,soare-biont-cloth-photo,4
slurp,1,soare-thilk-slurp,3
clink,1,soare-linty-black-clink,4
taker,1,soare-later-kemps-taker,4
dilly,1,soare-linty-dolma-dilly,4
filly,1,soare-linty-dolma-fowth-filly,5
belly,1,soare-inlet-belch-belly,4
ditto,1,soare-biont-ditto,3
inane,1,soare-alive-among-inane,4
pried,1,soare-cider-defat-pried,4
think,1,soare-linty-thing-think,4
eking,1,soare-inlet-being-byked-eking,5
droop,1,soare-crout-blown-pagod-droop,5
preen,1,soare-cider-great-preen,4
ester,1,soare-risen-erhus-ester,4
video,1,soare-melon-epoch-video,4
bongo,1,soare-bludy-gotch-bongo,4
sneak,1,soare-steak-apian-sneak,4
fully,1,soare-linty-badly-fadge-fully,5
maker,1,soare-later-grype-waker-balms-maker,6
unity,1,soare-linty-unity,3
drunk,1,soare-briny-twank-drunk,4
threw,1,soare-cider-great-threw,4
pushy,1,soare-mushy-bapus-pushy,4
range,1,soare-barge-range,3
druid,1,soare-briny-defat-druid,4
ethos,1,soare-onset-ethos,3
caput,1,soare-canty-butch-caput,4
while,1,soare-tuile-whale-while,4
fuzzy,1,soare-linty-dumpy-agaze-fuzzy,5
unmet,1,soare-inlet-unmet,3
debar,1,soare-later-rabid-debar,4
joker,1,soare-vower-gryke-jaaps-joker,5
thyme,1,soare-tuile-chyme-thyme,4
cramp,1,soare-train-crawl-amuck-cramp,5
frown,1,soare-crout-blown-defog-frown,5
freer,1,soare-cider-letup-fremd-freer,5
grasp,1,soare-bachs-grasp,3
abyss,1,soare-pasty-abyss,3
flare,1,soare-blaff-flare,3
steel,1,soare-spelt-steel,3
thigh,1,soare-linty-thack-thigh,4
hyper,1,soare-cider-letup-hyper,4
beget,1,soare-inlet-duvet-begat-beget,5
deign,1,soare-inlet-being-foehn-deign,5
strip,1,soare-shtup-strip,3
gland,1,soare-clink-bated-gland,4
sheik,1,soare-spelt-sheik,3
nasal,1,soare-pasty-basil-nasal,4
adopt,1,soare-aloft-about-adopt,4
helix,1,soare-inlet-helix,3
riser,1,soare-risen-riser,3
buyer,1,soare-cider-letup-beefy-buyer,5
alter,1,soare-later-alter,3
meant,1,soare-letch-atony-meant,4
grant,1,soare-train-grant,3
ought,1,soare-biont-ought,3
dutch,1,soare-linty-butch-hadal-dutch,5
clung,1,soare-linty-flack-clung,4
bride,1,soare-price-bundt-bride,4
civil,1,soare-linty-cavas-civil,4
manic,1,soare-canty-mapau-manic,4
aglow,1,soare-aloft-aglow,3
giddy,1,soare-linty-pized-badge-giddy,5
ratty,1,soare-rainy-aptly-ratty,4
tapir,1,soare-rainy-tapir,3
toxin,1,soare-bludy-tonic-toxin,4
gamut,1,soare-canty-fault-gamut,4
elbow,1,soare-melon-elbow,3
slung,1,soare-flint-aking-slung,4
sonic,1,soare-gouty-acned-sonic,4
furor,1,soare-crout-farms-furor,4
elder,1,soare-cider-under-elder,4
under,1,soare-cider-under,3
patty,1,soare-canty-bafts-talpa-patty,5
shock,1,soare-chout-shock,3
budge,1,soare-tuile-fudge-bajan-budge,5
halve,1,soare-gault-halva-halve,4
donor,1,soare-north-round-donor,4
glade,1,soare-alive-blimp-gated-glade,5
outer,1,soare-older-futon-outer,4
tulle,1,soare-tuile-tulle,3
afoot,1,soare-aloft-afoot,3
ethic,1,soare-inlet-tepid-ethic,4
plush,1,soare-mushy-baffs-plush,4
crank,1,soare-train-drack-crank,4
pansy,1,soare-pasty-anlas-pansy,4
price,1,soare-price,2
prude,1,soare-price-aband-prude,4
easel,1,soare-ashen-easel,3
forge,1,soare-burgh-gaffe-forge,4
curvy,1,soare-briny-cardi-alive-curvy,5
habit,1,soare-canty-fault-habit,4
slunk,1,soare-flint-aking-slunk,4
shout,1,soare-chout-shout,3
thrum,1,soare-briny-luach-thrum,4
trove,1,soare-piend-trave-trove,4
brown,1,soare-crout-blown-brown,4
exile,1,soare-tuile-whale-exile,4
mower,1,soare-vower-clamp-mower,4
exact,1,soare-letch-axing-exact,4
amaze,1,soare-alive-agate-amaze,4
march,1,soare-rainy-cheka-march,4
stump,1,soare-flint-acidy-stump,4
salad,1,soare-salty-dorsa-salad,4
musky,1,soare-mushy-akita-musky,4
vodka,1,soare-tical-dogma-vodka,4
stash,1,soare-thilk-ewest-stash,4
neigh,1,soare-inlet-being-foehn-neigh,5
froth,1,soare-crout-filth-froth,4
buggy,1,soare-linty-dumpy-agaze-buggy,5
cream,1,soare-later-break-datum-cream,5
odder,1,soare-older-adore-odder,4
prove,1,soare-piend-above-prove,4
utile,1,soare-tuile-utile,3
relic,1,soare-cider-relic,3
oxide,1,soare-clonk-oxide,3
clued,1,soare-inlet-bezil-clued,4
perky,1,soare-cider-perky,3
cling,1,soare-linty-black-cling,4
bobby,1,soare-bludy-stobs-bobby,4
unfit,1,soare-linty-thing-input-unfit,5
recap,1,soare-later-break-copay-recap,5
spite,1,soare-cline-empts-spite,4
rapid,1,soare-rainy-cebid-rapid,4
grass,1,soare-bachs-grass,3
basis,1,soare-pasty-basil-acnes-basis,5
clank,1,soare-clink-clank,3
stark,1,soare-thack-stark,3
value,1,soare-gault-value,3
ivory,1,soare-hyoid-ivory,3
seven,1,soare-spelt-hemin-seven,4
bleak,1,soare-clean-bepat-bleak,4
corny,1,soare-north-cyton-corny,4
parry,1,soare-hairy-campi-parry,4
howdy,1,soare-bludy-dhows-howdy,4
stock,1,soare-chout-brick-stock,4
tipsy,1,soare-mushy-giant-tipsy,4
baton,1,soare-aloft-baton,3
twirl,1,soare-built-twirl,3
impel,1,soare-inlet-impel,3
plank,1,soare-clink-baffs-plank,4
elect,1,soare-inlet-clefs-elect,4
naval,1,soare-canty-naval,3
shear,1,soare-aheap-shear,3
shelf,1,soare-spelt-shawl-shelf,4
prior,1,soare-crout-armor-prior,4
shown,1,soare-chout-known-shown,4
surer,1,soare-wiper-uneth-surer,4
which,1,soare-linty-quich-which,4
sinew,1,soare-spelt-hemin-sinew,4
seedy,1,soare-spelt-sheik-seedy,4
flaky,1,soare-clink-flaky,3
spare,1,soare-chant-spare,3
shark,1,soare-thack-shark,3
mover,1,soare-vower-charm-mover,4
build,1,soare-linty-child-badge-build,5
great,1,soare-later-godet-great,4
rebut,1,soare-cider-perky-rebut,4
harem,1,soare-later-ramen-harem,4
mince,1,soare-tuile-ginch-macaw-mince,5
puffy,1,soare-linty-dumpy-puffy,4
batty,1,soare-canty-bafts-batty,4
witty,1,soare-linty-fated-bawks-witty,5
mural,1,soare-rainy-mural,3
slept,1,soare-spelt-slept,3
vegan,1,soare-clean-bavin-vegan,4
camel,1,soare-clean-camel,3
suave,1,soare-thilk-spuds-suave,4
dowel,1,soare-manly-hawed-dowel,4
front,1,soare-crout-fiend-front,4
plain,1,soare-clink-plain,3
quack,1,soare-clink-quash-quack,4
chalk,1,soare-clink-chalk,3
bound,1,soare-bludy-bound,3
viper,1,soare-cider-favel-viper,4
louse,1,soare-pious-halma-louse,4
pooch,1,soare-bludy-tonic-pooch,4
phony,1,soare-biont-phony,3
about,1,soare-aloft-about,3
brink,1,soare-briny-aking-brink,4
robot,1,soare-north-mater-robot,4
leash,1,soare-fluyt-leash,3
bulky,1,soare-linty-badly-bulky,4
plane,1,soare-alive-blimp-canto-plane,5
rabbi,1,soare-rainy-cebid-rabbi,4
minor,1,soare-crout-vigor-minor,4
abide,1,soare-gault-abamp-abide,4
loath,1,soare-calmy-laith-loath,4
style,1,soare-cline-style,3
nudge,1,soare-tuile-fudge-bajan-nudge,5
tonic,1,soare-bludy-tonic,3
scald,1,soare-thilk-yclad-scald,4
decoy,1,soare-melon-aptly-decoy,4
spied,1,soare-spelt-spied,3
owner,1,soare-older-futon-owner,4
lumpy,1,soare-linty-campi-lumpy,4
frost,1,soare-crost-frost,3
merry,1,soare-certy-bumfs-merry,4
gazer,1,soare-later-grype-enzym-gazer,5
smell,1,soare-spelt-shawl-smell,4
bingo,1,soare-biont-bingo,3
timer,1,soare-cider-favel-tamps-timer,5
erode,1,soare-piend-deave-erode,4
chest,1,soare-guest-chest,3
phone,1,soare-clonk-pheon-phone,4
grown,1,soare-crout-blown-defog-grown,5
khaki,1,soare-clink-khaki,3
never,1,soare-cider-letup-fawns-never,5
grope,1,soare-piend-gaita-grope,4
tally,1,soare-canty-fable-tally,4
swung,1,soare-flint-spunk-swung,4
devil,1,soare-inlet-field-devil,4
belie,1,soare-tuile-bilge-belie,4
wrest,1,soare-risen-chats-wrest,4
cress,1,soare-risen-chats-cress,4
rural,1,soare-rainy-boral-rural,4
sniff,1,soare-flint-sniff,3
feign,1,soare-inlet-being-foehn-feign,5
savoy,1,soare-halon-savoy,3
crude,1,soare-price-deems-crude,4
gorge,1,soare-burgh-gaffe-gorge,4
aloof,1,soare-aloft-aloof,3
foyer,1,soare-vower-gryke-foyer,4
viola,1,soare-aloft-viola,3
focal,1,soare-tical-favel-focal,4
thank,1,soare-clink-thank,3
raise,1,soare-paire-raise,3
groan,1,soare-manor-gaols-groan,4
dusky,1,soare-mushy-dalts-dusky,4
dusty,1,soare-mushy-dalts-dusty,4
sappy,1,soare-salty-cuspy-sappy,4
prism,1,soare-brust-champ-prism,4
stone,1,soare-stank-stone,3
tangy,1,soare-canty-tangy,3
optic,1,soare-biont-optic,3
snuff,1,soare-flint-snuff,3
wound,1,soare-bludy-hound-flimp-wound,5
prose,1,soare-prose,2
willy,1,soare-linty-dolma-fowth-willy,5
stick,1,soare-flint-ketch-stick,4
bezel,1,soare-inlet-bezil-bezel,4
taper,1,soare-later-kemps-taper,4
doing,1,soare-bludy-doing,3
admit,1,soare-canty-tidal-admit,4
mossy,1,soare-buist-mossy,3
pearl,1,soare-handy-ramal-pearl,4
segue,1,soare-cline-segue,3
crick,1,soare-briny-flack-capot-crick,5
elude,1,soare-tuile-fremd-elude,4
terse,1,soare-vertu-terse,3
diode,1,soare-clonk-biddy-diode,4
vinyl,1,soare-linty-vinyl,3
steep,1,soare-spelt-steep,3
abbey,1,soare-clean-matey-abbey,4
adorn,1,soare-acorn-adorn,3
jaunt,1,soare-canty-daunt-tavah-gadje-jaunt,6
bribe,1,soare-price-bundt-bribe,4
lucid,1,soare-linty-lucid,3
women,1,soare-manly-women,3
quite,1,soare-tuile-quite,3
leave,1,soare-alive-leave,3
dross,1,soare-crost-dagga-dross,4
anode,1,soare-abode-anode,3
rebus,1,soare-risen-rebus,3
tenor,1,soare-older-terns-tenor,4
shade,1,soare-thilk-damps-shade,4
steak,1,soare-steak,2
tight,1,soare-linty-dight-fatwa-tagma-tight,6
cease,1,soare-chase-cease,3
unzip,1,soare-linty-unzip,3
putty,1,soare-linty-putty,3
brief,1,soare-cider-badge-brief,4
giver,1,soare-cider-favel-radge-giver,5
remit,1,soare-cider-remit,3
clump,1,soare-linty-clump,3
early,1,soare-later-early,3
spasm,1,soare-thilk-swamp-spasm,4
scour,1,soare-scour,2
shone,1,soare-stank-achar-shone,4
salvo,1,soare-halon-salvo,3
ridge,1,soare-price-dirge-ridge,4
album,1,soare-canty-apiol-album,4
knock,1,soare-biont-clown-knock,4
avian,1,soare-canty-align-avian,4
aloft,1,soare-aloft,2
crust,1,soare-brust-tacan-crust,4
embed,1,soare-inlet-check-embed,4
gamma,1,soare-canty-milpa-gamma,4
linen,1,soare-inlet-banak-linen,4
grimy,1,soare-briny-gramp-grimy,4
swear,1,soare-aheap-amowt-swear,4
heart,1,soare-handy-heart,3
sweat,1,soare-steak-sweat,3
punch,1,soare-linty-bumph-punch,4
waver,1,soare-later-grype-waker-favas-waver,6
flour,1,soare-crout-flour,3
cagey,1,soare-clean-cadgy-cagey,4
hence,1,soare-tuile-dench-hence,4
curry,1,soare-built-chafe-curry,4
heron,1,soare-older-heron,3
melon,1,soare-melon,2
cluck,1,soare-linty-clump-cluck,4
metro,1,soare-metro,2
filth,1,soare-linty-filth,3
flake,1,soare-alive-blimp-gated-flake,5
broad,1,soare-manor-baked-broad,4
asset,1,soare-ashen-wisht-asset,4
thong,1,soare-biont-thong,3
voter,1,soare-vower-voter,3
dozen,1,soare-manly-waked-dozen,4
arise,1,soare-paire-arise,3
sheen,1,soare-spelt-sheik-sheen,4
whiff,1,soare-linty-quich-whiff,4
jetty,1,soare-inlet-hefty-jaaps-jetty,5
quark,1,soare-audit-quark,3
knelt,1,soare-inlet-knelt,3
betel,1,soare-inlet-betel,3
swing,1,soare-flint-gulpy-swing,4
fetch,1,soare-inlet-hefty-fetch,4
chant,1,soare-clink-chant,3
humph,1,soare-linty-chump-humph,4
sumac,1,soare-salty-scuba-sumac,4
going,1,soare-bludy-tonic-going,4
wharf,1,soare-audit-calif-wharf,4
sweep,1,soare-spelt-awash-sweep,4
icily,1,soare-linty-amice-icily,4
idyll,1,soare-linty-idyll,3
armor,1,soare-manor-armor,3
sting,1,soare-flint-aking-sting,4
empty,1,soare-inlet-hefty-empty,4
roach,1,soare-roach,2
trunk,1,soare-briny-twank-trunk,4
ficus,1,soare-mushy-ficus,3
straw,1,soare-strap-alway-straw,4
motto,1,soare-bludy-tonic-motto,4
crush,1,soare-brust-crush,3
cross,1,soare-crost-cross,3
force,1,soare-burgh-aceta-force,4
legal,1,soare-clean-metal-ledge-legal,5
react,1,soare-daych-react,3
zonal,1,soare-tical-lindy-zonal,4
vicar,1,soare-rainy-vicar,3
ionic,1,soare-bludy-tonic-cabin-ionic,5
noble,1,soare-budge-noble,3
cough,1,soare-bludy-match-cough,4
pesky,1,soare-guest-pesky,3
frisk,1,soare-brust-champ-frisk,4
stalk,1,soare-thilk-stalk,3
bilge,1,soare-tuile-bilge,3
novel,1,soare-manly-novel,3
facet,1,soare-clean-facet,3
truer,1,soare-cider-letup-brugh-truer,5
whisk,1,soare-mushy-whisk,3
baler,1,soare-later-bapus-baler,4
lipid,1,soare-linty-pavan-lipid,4
butte,1,soare-tuile-butte,3
elate,1,soare-alive-blimp-gated-elate,5
razor,1,soare-manor-valor-razor,4
octal,1,soare-aloft-octal,3
sloop,1,soare-chout-apiol-sloop,4
brash,1,soare-bachs-brash,3
churn,1,soare-built-churn,3
amiss,1,soare-pasty-alums-amiss,4
posit,1,soare-buist-posit,3
jumbo,1,soare-biont-gadje-jumbo,4
fifty,1,soare-linty-fated-fifty,4
shyly,1,soare-flint-hulky-shyly,4
hovel,1,soare-manly-hawed-civet-hovel,5
entry,1,soare-certy-entry,3
crown,1,soare-crout-snowk-crown,4
snipe,1,soare-cline-adapt-snipe,4
borax,1,soare-moral-baffy-borax,4
curly,1,soare-briny-cardi-alive-curly,5
kebab,1,soare-clean-begat-kebab,4
paper,1,soare-later-grype-parch-paper,5
conch,1,soare-bludy-tonic-conch,4
beefy,1,soare-inlet-beady-beefy,4
haven,1,soare-clean-withe-haven,4
truth,1,soare-briny-thump-truth,4
theta,1,soare-clean-adept-theta,4
group,1,soare-crout-gaped-group,4
hunky,1,soare-linty-flank-hunky,4
dolly,1,soare-bludy-galed-dolly,4
grade,1,soare-gitch-adapt-grade,4
kneed,1,soare-inlet-unfed-kneed,4
fetid,1,soare-inlet-tepid-fetid,4
canal,1,soare-canty-canal,3
farce,1,soare-barge-calve-farce,4
pygmy,1,soare-linty-dumpy-pygmy,4
gassy,1,soare-pasty-gassy,3
sloth,1,soare-chout-sloth,3
guilt,1,soare-linty-built-guqin-guilt,5
state,1,soare-thilk-agate-state,4
shank,1,soare-thilk-acing-shank,4
bluer,1,soare-cider-letup-bluer,4
fauna,1,soare-canty-naval-fauna,4
labor,1,soare-manor-valor-labor,4
adage,1,soare-alive-agate-adage,4
primo,1,soare-crout-armor-primo,4
snarl,1,soare-thack-dwalm-snarl,4
opera,1,soare-opera,2
befit,1,soare-inlet-edict-befit,4
wield,1,soare-inlet-field-wacky-wield,5
seize,1,soare-cline-empts-seize,4
paint,1,soare-canty-daunt-taffy-paint,5
adult,1,soare-canty-tidal-adult,4
chick,1,soare-linty-quich-chick,4
friar,1,soare-rainy-taber-friar,4
issue,1,soare-guest-isnae-issue,4
crack,1,soare-train-crawl-amuck-crack,5
cruel,1,soare-cider-skelp-cruel,4
detox,1,soare-melon-aptly-detox,4
humus,1,soare-mushy-humus,3
tiara,1,soare-audit-tiara,3
space,1,soare-thilk-spuds-space,4
mocha,1,soare-tical-choom-mocha,4
valve,1,soare-gault-halva-valve,4
knack,1,soare-clink-knack,3
bible,1,soare-tuile-bible,3
dread,1,soare-later-break-datum-dread,5
cargo,1,soare-manor-ridic-cargo,4
crimp,1,soare-briny-flack-crimp,4
awash,1,soare-clash-awing-awash,4
tempo,1,soare-melon-tempo,3
briny,1,soare-briny,2
poser,1,soare-lamps-poser,3
imply,1,soare-linty-amice-imply,4
prime,1,soare-price-adoze-prime,4
orbit,1,soare-crout-orbit,3
slyly,1,soare-flint-plumy-slyly,4
comet,1,soare-manly-comet,3
table,1,soare-gault-table,3
queue,1,soare-tuile-fudge-queue,4
sower,1,soare-bawds-sower,3
index,1,soare-inlet-index,3
ghoul,1,soare-biont-flock-ghoul,4
flank,1,soare-clink-baffs-flank,4
aisle,1,soare-basti-aisle,3
ether,1,soare-cider-letup-ether,4
snuck,1,soare-flint-snuck,3
hound,1,soare-bludy-hound,3
aware,1,soare-blaff-aware,3
cause,1,soare-basti-clump-cause,4
groom,1,soare-crout-blown-pagod-groom,5
touch,1,soare-bludy-match-touch,4
grand,1,soare-train-drack-badge-grand,5
sewer,1,soare-wiper-sewer,3
dandy,1,soare-canty-maund-dacha-dandy,5
siege,1,soare-cline-agave-siege,4
extol,1,soare-melon-elbow-extol,4
toddy,1,soare-bludy-dhows-toddy,4
ebony,1,soare-melon-ebony,3
fibre,1,soare-thegn-fibre,3
lousy,1,soare-buist-lousy,3
fence,1,soare-tuile-dench-flaps-fence,5
quash,1,soare-clash-awing-quash,4
chase,1,soare-chase,2
tasty,1,soare-pasty-tanhs-tasty,4
juicy,1,soare-linty-juicy,3
trace,1,soare-gitch-trace,3
bonus,1,soare-buist-bonus,3
fleck,1,soare-inlet-elegy-fleck,4
gecko,1,soare-melon-gecko,3
datum,1,soare-canty-fault-datum,4
spelt,1,soare-spelt,2
flown,1,soare-biont-clown-flown,4
storm,1,soare-chant-dumky-storm,4
whelp,1,soare-inlet-elegy-whelp,4
catch,1,soare-canty-butch-catch,4
locus,1,soare-buist-fable-locus,4
pound,1,soare-bludy-hound-flimp-pound,5
these,1,soare-guest-these,3
flint,1,soare-linty-unlit-fadge-flint,5
joint,1,soare-bludy-tonic-jaaps-joint,5
annoy,1,soare-aloft-axion-annoy,4
occur,1,soare-crout-occur,3
eater,1,soare-later-chews-eater,4
claim,1,soare-clink-claim,3
stare,1,soare-chant-stare,3
event,1,soare-inlet-event,3
blurt,1,soare-built-blurt,3
baron,1,soare-manor-bardy-baron,4
rerun,1,soare-cider-perky-routh-rerun,5
breed,1,soare-cider-befog-breed,4
spear,1,soare-aheap-spear,3
drank,1,soare-train-drack-drank,4
foamy,1,soare-calmy-foamy,3
extra,1,soare-alert-extra,3
haunt,1,soare-canty-daunt-tavah-haunt,5
guild,1,soare-linty-child-badge-guild,5
adept,1,soare-clean-adept,3
amber,1,soare-later-bidon-amber,4
reign,1,soare-cider-remit-reign,4
