word,solved,guesses,attempts
actor,1,soare-manor-ardeb-actor,4
gusty,1,soare-mushy-dalts-gusty,4
noisy,1,soare-buist-noisy,3
lowly,1,soare-bludy-hotly-wilco-lowly,5
probe,1,soare-piend-above-probe,4
leafy,1,soare-letch-faiks-leafy,4
needy,1,soare-inlet-bench-needy,4
wordy,1,soare-north-fudgy-wordy,4
torch,1,soare-north-torch,3
verge,1,soare-price-nervy-verge,4
amity,1,soare-canty-amity,3
hotel,1,soare-manly-hawed-civet-hotel,5
break,1,soare-later-break,3
rigid,1,soare-briny-girth-rigid,4
amuse,1,soare-basti-amuse,3
vouch,1,soare-bludy-match-calpa-vouch,5
broil,1,soare-crout-blown-broil,4
fizzy,1,soare-linty-pized-fizzy,4
along,1,soare-aloft-duing-along,4
booze,1,soare-budge-booze,3
loose,1,soare-pious-gamin-loose,4
elfin,1,soare-inlet-elfin,3
wider,1,soare-cider-rawin-wider,4
model,1,soare-manly-acted-model,4
joist,1,soare-buist-fehme-joist,4
kitty,1,soare-linty-fated-bawks-kitty,5
large,1,soare-barge-large,3
quota,1,soare-aloft-quota,3
broth,1,soare-crout-filth-broth,4
bison,1,soare-glost-bacon-bison,4
havoc,1,soare-aloft-bacon-havoc,4
gulch,1,soare-linty-clump-gulch,4
snore,1,soare-chant-snore,3
fussy,1,soare-mushy-dalts-fussy,4
fault,1,soare-canty-fault,3
polar,1,soare-moral-polar,3
graft,1,soare-train-chaft-dagga-graft,5
owing,1,soare-biont-owing,3
begun,1,soare-inlet-bench-begun,4
covet,1,soare-manly-covet,3
upset,1,soare-guest-apian-upset,4
whine,1,soare-tuile-chank-whine,4
scale,1,soare-thilk-scale,3
tidal,1,soare-canty-tidal,3
tweak,1,soare-clean-wheat-tweak,4
proxy,1,soare-crout-blown-pagod-proxy,5
liver,1,soare-cider-favel-liver,4
chaff,1,soare-clink-flimp-chaff,4
rebar,1,soare-later-rabid-rebar,4
shell,1,soare-spelt-shawl-shell,4
wrote,1,soare-piend-trave-wrote,4
mucky,1,soare-linty-dumpy-mucky,4
rifle,1,soare-price-dirge-rifle,4
weave,1,soare-alive-kench-weave,4
fecal,1,soare-clean-decal-fecal,4
agile,1,soare-gault-anigh-agile,4
moron,1,soare-north-cyton-moron,4
creak,1,soare-later-break-cafes-creak,5
wafer,1,soare-later-grype-waker-favas-wafer,6
chump,1,soare-linty-chump,3
virus,1,soare-brust-virus,3
title,1,soare-tuile-title,3
eclat,1,soare-clean-decal-eclat,4
ledge,1,soare-tuile-moled-ledge,4
tuber,1,soare-cider-letup-brugh-tuber,5
atoll,1,soare-aloft-atoll,3
decry,1,soare-certy-decry,3
stuff,1,soare-flint-stuff,3
coach,1,soare-calmy-coach,3
murky,1,soare-briny-cardi-murky,4
erupt,1,soare-cider-perky-erupt,4
tunic,1,soare-linty-tunic,3
boxer,1,soare-vower-gryke-birch-boxer,5
vaunt,1,soare-canty-daunt-tavah-vaunt,5
tumor,1,soare-crout-motor-tumor,4
beret,1,soare-cider-great-beret,4
furry,1,soare-built-chafe-furry,4
greed,1,soare-cider-befog-greed,4
booth,1,soare-bludy-gotch-booth,4
shove,1,soare-stank-aleph-shove,4
bleat,1,soare-clean-bepat-bleat,4
spank,1,soare-thilk-enact-spank,4
reset,1,soare-risen-reset,3
maple,1,soare-gault-labda-maple,4
tabby,1,soare-canty-fable-tabby,4
vigil,1,soare-linty-cavas-vigil,4
sepia,1,soare-steak-sepia,3
notch,1,soare-bludy-tonic-notch,4
lathe,1,soare-gault-airth-lathe,4
trite,1,soare-price-bundt-tawai-trite,5
shape,1,soare-thilk-damps-shape,4
godly,1,soare-bludy-galed-godly,4
spicy,1,soare-flint-spiky-spicy,4
merit,1,soare-cider-remit-merit,4
frill,1,soare-briny-flack-frill,4
alley,1,soare-clean-alley,3
truck,1,soare-briny-thump-truck,4
shoal,1,soare-halon-shoal,3
niece,1,soare-tuile-ginch-niece,4
hedge,1,soare-tuile-dench-hedge,4
chard,1,soare-audit-chard,3
skill,1,soare-flint-apeak-skill,4
local,1,soare-tical-favel-local,4
ovary,1,soare-ovary,2
story,1,soare-chant-dumky-story,4
crime,1,soare-price-crime,3
itchy,1,soare-linty-itchy,3
wrung,1,soare-briny-twank-wrung,4
often,1,soare-melon-often,3
finch,1,soare-linty-milch-cowps-finch,5
among,1,soare-aloft-dying-among,4
hurry,1,soare-built-chafe-hurry,4
dodge,1,soare-budge-daals-dodge,4
satin,1,soare-salty-actin-satin,4
ninny,1,soare-linty-danks-ninny,4
aback,1,soare-clink-quash-aback,4
fella,1,soare-clean-bagel-dault-fella,5
islet,1,soare-guest-belts-islet,4
pizza,1,soare-canty-apiol-pizza,4
alien,1,soare-clean-alien,3
privy,1,soare-briny-gramp-privy,4
hover,1,soare-vower-charm-hover,4
known,1,soare-biont-clown-known,4
belch,1,soare-inlet-belch,3
borne,1,soare-burgh-borne,3
bitty,1,soare-linty-fated-bawks-bitty,5
graze,1,soare-gitch-adapt-avize-graze,5
older,1,soare-older,2
syrup,1,soare-shtup-syrup,3
sushi,1,soare-flint-sushi,3
sharp,1,soare-thack-amped-sharp,4
glint,1,soare-linty-unlit-fadge-glint,5
jewel,1,soare-inlet-bezil-javel-jewel,5
alike,1,soare-gault-evoke-alike,4
plant,1,soare-clink-bated-plant,4
pupil,1,soare-linty-child-pupil,4
hoist,1,soare-buist-fehme-hoist,4
twice,1,soare-tuile-acing-twice,4
bacon,1,soare-aloft-bacon,3
slime,1,soare-cline-amide-slime,4
macho,1,soare-aloft-bacon-mache-macho,5
retch,1,soare-cider-retch,3
flask,1,soare-clash-bafts-flask,4
ninth,1,soare-linty-ninth,3
bagel,1,soare-clean-bagel,3
scaly,1,soare-thilk-yclad-scaly,4
clack,1,soare-clink-clack,3
banal,1,soare-canty-milia-banal,4
vista,1,soare-pasty-vista,3
abbot,1,soare-aloft-abbot,3
axion,1,soare-aloft-axion,3
vapor,1,soare-manor-valor-vapor,4
dowry,1,soare-crudy-dowry,3
shuck,1,soare-flint-shack-shuck,4
heady,1,soare-letch-deave-heady,4
flesh,1,soare-guest-blahs-flesh,4
stuck,1,soare-flint-acidy-stuck,4
homer,1,soare-vower-gryke-birch-homer,5
plume,1,soare-tuile-fremd-plume,4
quote,1,soare-clonk-biddy-quote,4
purge,1,soare-price-agger-purge,4
junto,1,soare-biont-junto,3
taken,1,soare-clean-withe-taken,4
flung,1,soare-linty-flack-flung,4
pesto,1,soare-onset-pesto,3
girth,1,soare-briny-girth,3
depth,1,soare-inlet-hefty-taped-depth,5
balmy,1,soare-canty-godly-balmy,4
boost,1,soare-buist-boost,3
rebel,1,soare-cider-great-anvil-bapus-rebel,6
navel,1,soare-clean-pangs-navel,4
aphid,1,soare-canty-apiol-aphid,4
blitz,1,soare-linty-blitz,3
throb,1,soare-crout-ablow-throb,4
slash,1,soare-thilk-slash,3
drain,1,soare-train-badge-drain,4
login,1,soare-bludy-login,3
smirk,1,soare-thilk-smirk,3
scone,1,soare-stank-achar-scone,4
shunt,1,soare-flint-ethal-shunt,4
brass,1,soare-bachs-brass,3
dopey,1,soare-manly-coped-dopey,4
begat,1,soare-clean-begat,3
there,1,soare-thegn-there,3
plaza,1,soare-clink-palms-plaza,4
float,1,soare-aloft-float,3
small,1,soare-thilk-yclad-small,4
apnea,1,soare-clean-apnea,3
heath,1,soare-letch-hadal-heath,4
blame,1,soare-alive-blimp-blame,4
rival,1,soare-rainy-rival,3
dance,1,soare-gault-chivy-dance,4
pinky,1,soare-linty-danks-kalpa-pinky,5
lanky,1,soare-canty-maund-lanky,4
miser,1,soare-risen-macaw-miser,4
human,1,soare-canty-align-human,4
totem,1,soare-manly-comet-totem,4
essay,1,soare-ashen-essay,3
sauna,1,soare-salty-sauna,3
forty,1,soare-north-forty,3
titan,1,soare-canty-titan,3
shush,1,soare-flint-shack-shush,4
skier,1,soare-wiper-skier,3
stake,1,soare-thilk-akita-stake,4
tatty,1,soare-canty-bafts-talpa-tatty,5
salsa,1,soare-salty-dorsa-salsa,4
froze,1,soare-piend-trave-backs-froze,5
logic,1,soare-bludy-login-logic,4
study,1,soare-flint-acidy-study,4
suite,1,soare-cline-empts-suite,4
false,1,soare-basti-clump-false,4
medic,1,soare-inlet-edify-medic,4
fungi,1,soare-linty-fungi,3
began,1,soare-clean-bavin-began,4
harry,1,soare-hairy-harry,3
nasty,1,soare-pasty-tanhs-nasty,4
drink,1,soare-briny-dight-drink,4
alert,1,soare-alert,2
speed,1,soare-spelt-acned-speed,4
exalt,1,soare-letch-exalt,3
whole,1,soare-clonk-whole,3
jazzy,1,soare-canty-godly-hamza-jazzy,5
dully,1,soare-linty-badly-dully,4
mambo,1,soare-aloft-bacon-mambo,4
stint,1,soare-flint-stint,3
arrow,1,soare-manor-arrow,3
ozone,1,soare-clonk-pheon-ozone,4
until,1,soare-linty-unlit-until,4
metal,1,soare-clean-metal,3
grill,1,soare-briny-flack-dagga-grill,5
three,1,soare-price-nervy-three,4
stool,1,soare-chout-bloop-stool,4
trope,1,soare-piend-gaita-trope,4
serve,1,soare-cupel-serve,3
scoop,1,soare-chout-acold-proof-scoop,5
decal,1,soare-clean-decal,3
amply,1,soare-canty-ample-amply,4
bully,1,soare-linty-badly-bully,4
chose,1,soare-chode-chose,3
eaten,1,soare-clean-withe-eaten,4
blond,1,soare-biont-blond,3
short,1,soare-chant-short,3
towel,1,soare-manly-hawed-bafts-towel,5
bowel,1,soare-manly-hawed-bafts-bowel,5
smear,1,soare-aheap-amowt-smear,4
chaos,1,soare-chaos,2
fudge,1,soare-tuile-fudge,3
matey,1,soare-clean-matey,3
might,1,soare-linty-dight-fatwa-tagma-might,6
epoxy,1,soare-melon-epoch-epoxy,4
caper,1,soare-later-grype-parch-caper,5
risen,1,soare-risen,2
slave,1,soare-thilk-slave,3
plaid,1,soare-clink-pedal-plaid,4
snoop,1,soare-chout-apiol-awarn-snoop,5
spilt,1,soare-flint-ataps-spilt,4
dried,1,soare-cider-defat-dried,4
marsh,1,soare-marsh,2
guide,1,soare-tuile-gaddi-guide,4
pupal,1,soare-canty-apiol-pupal,4
slice,1,soare-cline-slice,3
fatty,1,soare-canty-bafts-fatty,4
clock,1,soare-biont-flock-clock,4
staff,1,soare-thilk-stand-flimp-staff,5
fight,1,soare-linty-dight-fatwa-fight,5
midst,1,soare-mushy-midst,3
month,1,soare-bludy-tonic-month,4
after,1,soare-later-after,3
allay,1,soare-canty-ample-allay,4
roger,1,soare-vower-gryke-roger,4
triad,1,soare-rainy-taber-abled-triad,5
shrub,1,soare-shtup-befog-shrub,4
guppy,1,soare-linty-dumpy-pagan-guppy,5
prone,1,soare-piend-prone,3
choke,1,soare-clonk-choke,3
widow,1,soare-biont-kapow-widow,4
scare,1,soare-chant-scare,3
grain,1,soare-train-badge-grain,4
moose,1,soare-pious-gamin-moose,4
genie,1,soare-tuile-ginch-genie,4
shall,1,soare-thilk-shall,3
squad,1,soare-salty-scuba-squad,4
charm,1,soare-audit-calif-charm,4
snort,1,soare-chant-snort,3
ember,1,soare-cider-letup-fremd-ember,5
twine,1,soare-tuile-acing-twine,4
cater,1,soare-later-chews-cater,4
clear,1,soare-later-clear,3
lusty,1,soare-mushy-dalts-lusty,4
dally,1,soare-canty-godly-aalii-dally,5
woven,1,soare-manly-waked-woven,4
gripe,1,soare-price-gaita-gripe,4
usual,1,soare-pasty-alums-usual,4
spark,1,soare-thack-spark,3
tiger,1,soare-cider-favel-tamps-tiger,5
prize,1,soare-price-adoze-prize,4
junta,1,soare-canty-junta,3
tribe,1,soare-price-bundt-tribe,4
ramen,1,soare-later-ramen,3
prawn,1,soare-train-biped-prawn,4
money,1,soare-manly-money,3
pouch,1,soare-bludy-match-calpa-pouch,5
clone,1,soare-clonk-clone,3
limbo,1,soare-biont-limbo,3
daunt,1,soare-canty-daunt,3
fugue,1,soare-tuile-fudge-fugue,4
slimy,1,soare-flint-amuck-slimy,4
diver,1,soare-cider-anvil-diver,4
heave,1,soare-alive-kench-heave,4
wreak,1,soare-later-break-cafes-wreak,5
relay,1,soare-later-regal-ataxy-relay,5
train,1,soare-train,2
hutch,1,soare-linty-butch-hadal-hutch,5
dizzy,1,soare-linty-pized-dizzy,4
caddy,1,soare-canty-labda-caddy,4
talon,1,soare-aloft-octal-talon,4
faint,1,soare-canty-daunt-taffy-faint,5
audio,1,soare-aloft-axion-audio,4
field,1,soare-inlet-field,3
liege,1,soare-tuile-bilge-liege,4
glove,1,soare-clonk-gambe-glove,4
brute,1,soare-price-brute,3
swish,1,soare-flint-spiky-swish,4
favor,1,soare-manor-valor-favor,4
woken,1,soare-manly-waked-woken,4
saner,1,soare-aheap-confs-saner,4
kiosk,1,soare-glost-kiosk,3
gypsy,1,soare-mushy-giant-gypsy,4
chunk,1,soare-linty-chunk,3
frank,1,soare-train-drack-flaps-frank,5
drool,1,soare-crout-blown-ablow-drool,5
koala,1,soare-calmy-laith-koala,4
swill,1,soare-flint-apeak-swill,4
jiffy,1,soare-linty-pized-jiffy,4
spiel,1,soare-spelt-spiel,3
micro,1,soare-hyoid-incut-micro,4
chasm,1,soare-clash-chasm,3
chime,1,soare-tuile-chank-amide-chime,5
admin,1,soare-canty-align-admin,4
vomit,1,soare-bludy-tonic-metif-vomit,5
waive,1,soare-gault-chivy-navew-waive,5
slope,1,soare-stank-aleph-slope,4
lover,1,soare-vower-charm-raile-lover,5
sally,1,soare-salty-sally,3
acute,1,soare-gault-acute,3
count,1,soare-bludy-match-count,4
cello,1,soare-melon-cahow-cello,4
baker,1,soare-later-grype-waker-balms-baker,6
gruel,1,soare-cider-great-gruel,4
drier,1,soare-cider-drill-drier,4
swoon,1,soare-chout-apiol-swoon,4
anger,1,soare-later-bidon-anger,4
rabid,1,soare-rainy-cebid-rabid,4
daily,1,soare-canty-godly-aalii-daily,5
acorn,1,soare-acorn,2
bench,1,soare-inlet-bench,3
click,1,soare-linty-child-flack-click,5
blaze,1,soare-alive-blimp-adoze-blaze,5
print,1,soare-briny-dight-print,4
eagle,1,soare-gault-eagle,3
refit,1,soare-cider-remit-refit,4
guess,1,soare-guest-guess,3
bulge,1,soare-tuile-balun-bulge,4
pride,1,soare-price-adoze-pride,4
radio,1,soare-manor-ridic-radio,4
track,1,soare-train-mulct-track,4
unlit,1,soare-linty-unlit,3
fluid,1,soare-linty-child-fluid,4
aroma,1,soare-manor-aroma,3
patch,1,soare-canty-bitch-lymph-patch,5
sonar,1,soare-anlas-sonar,3
speck,1,soare-spelt-acned-speck,4
savor,1,soare-savor,2
chill,1,soare-linty-child-aalii-chill,5
teeth,1,soare-inlet-hefty-taped-teeth,5
stove,1,soare-stank-alive-stove,4
amend,1,soare-clean-amend,3
wedge,1,soare-tuile-dench-wedge,4
swoop,1,soare-chout-apiol-awarn-swoop,5
venom,1,soare-melon-venom,3
parka,1,soare-rainy-cheka-parka,4
blend,1,soare-inlet-blend,3
aloud,1,soare-aloft-duing-aloud,4
mogul,1,soare-bludy-mogul,3
rearm,1,soare-handy-ramal-rearm,4
dingy,1,soare-linty-danks-dingy,4
cliff,1,soare-linty-child-flack-cliff,5
curse,1,soare-vertu-capon-curse,4
inept,1,soare-inlet-inept,3
shawl,1,soare-thilk-shawl,3
trust,1,soare-brust-tacan-trust,4
rehab,1,soare-later-break-rehab,4
sigma,1,soare-salty-scuba-sigma,4
pinto,1,soare-biont-pinto,3
nylon,1,soare-biont-nylon,3
goofy,1,soare-bludy-goofs-goofy,4
overt,1,soare-metro-overt,3
youth,1,soare-bludy-thang-youth,4
chafe,1,soare-alive-peach-chafe,4
strap,1,soare-strap,2
alive,1,soare-gault-evoke-alive,4
brawn,1,soare-train-biped-brawn,4
lapel,1,soare-clean-bagel-haply-lapel,5
again,1,soare-clink-again,3
rouge,1,soare-burgh-rouge,3
queen,1,soare-inlet-query-queen,4
incur,1,soare-briny-incur,3
stand,1,soare-thilk-stand,3
singe,1,soare-cline-singe,3
fiend,1,soare-inlet-being-fiend,4
smoky,1,soare-chout-apiol-knawe-smoky,5
beset,1,soare-guest-belts-beset,4
input,1,soare-linty-thing-input,4
chord,1,soare-hyoid-chord,3
fable,1,soare-gault-labda-cafes-fable,5
basic,1,soare-pasty-basil-acnes-basic,5
weedy,1,soare-inlet-beady-weedy,4
blare,1,soare-blaff-blare,3
gaunt,1,soare-canty-daunt-tavah-gadje-gaunt,6
manly,1,soare-canty-maund-agila-manly,5
bluff,1,soare-linty-clump-fabby-bluff,5
white,1,soare-tuile-white,3
array,1,soare-rainy-array,3
catty,1,soare-canty-catty,3
spike,1,soare-cline-empts-spike,4
torus,1,soare-worst-torus,3
diary,1,soare-audit-diary,3
growl,1,soare-crout-blown-galop-growl,5
freak,1,soare-later-break-cafes-freak,5
harpy,1,soare-rainy-depth-harpy,4
satyr,1,soare-strap-satyr,3
sadly,1,soare-salty-sadly,3
grout,1,soare-crout-taggy-grout,4
nosey,1,soare-napes-nosey,3
stamp,1,soare-thilk-stand-flimp-stamp,5
given,1,soare-inlet-given,3
birth,1,soare-briny-aceta-birth,4
stray,1,soare-strap-alway-stray,4
penal,1,soare-clean-penal,3
mount,1,soare-bludy-match-mount,4
usage,1,soare-chase-usage,3
stage,1,soare-thilk-agate-stage,4
mason,1,soare-mason,2
worst,1,soare-worst,2
radii,1,soare-rainy-cebid-radii,4
toxic,1,soare-bludy-tonic-capex-toxic,5
fetus,1,soare-guest-fetus,3
haute,1,soare-gault-haute,3
drama,1,soare-train-crawl-gaudy-drama,5
lemur,1,soare-cider-fable-lemur,4
skulk,1,soare-flint-hulky-alack-skulk,5
glide,1,soare-tuile-egads-glide,4
verso,1,soare-verso,2
scalp,1,soare-thilk-yclad-scalp,4
welsh,1,soare-guest-welsh,3
outdo,1,soare-biont-adage-outdo,4
royal,1,soare-moral-royal,3
sugar,1,soare-strap-sugar,3
rivet,1,soare-cider-input-rivet,4
swirl,1,soare-thilk-swirl,3
taste,1,soare-basti-chapt-tawai-taste,5
mucus,1,soare-mushy-mucus,3
stunk,1,soare-flint-aking-stunk,4
groin,1,soare-crout-blown-groin,4
flack,1,soare-clink-baffs-flack,4
coyly,1,soare-bludy-hotly-wilco-coyly,5
crazy,1,soare-train-crawl-amuck-crazy,5
blush,1,soare-mushy-baffs-blush,4
pique,1,soare-tuile-imbar-pique,4
brunt,1,soare-briny-brunt,3
flame,1,soare-alive-blimp-flame,4
copse,1,soare-pious-copse,3
bleep,1,soare-inlet-bezil-amped-bleep,5
hoard,1,soare-bacha-hoard,3
cabal,1,soare-canty-bubal-cabal,4
slosh,1,soare-chout-slosh,3
gawky,1,soare-canty-godly-gawky,4
beech,1,soare-inlet-beady-beech,4
brood,1,soare-crout-blown-miked-brood,5
freed,1,soare-cider-befog-freed,4
vying,1,soare-linty-daven-vying,4
lower,1,soare-vower-clamp-lower,4
inter,1,soare-cider-flint-inter,4
grief,1,soare-cider-badge-grief,4
basin,1,soare-pasty-basil-acnes-basin,5
happy,1,soare-canty-godly-hamza-happy,5
swore,1,soare-chant-pwned-swore,4
angle,1,soare-gault-anigh-angle,4
urine,1,soare-price-bundt-urine,4
fluke,1,soare-tuile-fremd-fluke,4
sulky,1,soare-flint-hulky-sulky,4
quasi,1,soare-clash-quais-quasi,4
rumor,1,soare-crout-farms-rache-rumor,5
flora,1,soare-acorn-flora,3
tacit,1,soare-canty-bitch-tacit,4
plait,1,soare-clink-pedal-plait,4
bushy,1,soare-mushy-bapus-bushy,4
ditty,1,soare-linty-fated-ditty,4
ghost,1,soare-glost-ghost,3
curio,1,soare-crout-curio,3
blink,1,soare-linty-black-blink,4
bigot,1,soare-biont-bigot,3
vivid,1,soare-linty-caved-vivid,4
gnome,1,soare-clonk-gnome,3
peace,1,soare-alive-peach-peace,4
testy,1,soare-guest-tazza-testy,4
grave,1,soare-gitch-adapt-avize-grave,5
couch,1,soare-bludy-match-calpa-couch,5
wrack,1,soare-train-crawl-wrack,4
myrrh,1,soare-built-myrrh,3
timid,1,soare-linty-dight-timid,4
badge,1,soare-gault-banda-badge,4
spoof,1,soare-chout-apiol-flank-spoof,5
spool,1,soare-chout-apiol-spool,4
steer,1,soare-wiper-uneth-steer,4
proud,1,soare-crout-gaped-proud,4
wacky,1,soare-canty-wacky,3
stiff,1,soare-flint-stiff,3
ensue,1,soare-guest-isnae-ensue,4
puppy,1,soare-linty-dumpy-pagan-puppy,5
pixie,1,soare-tuile-ginch-pixie,4
basil,1,soare-pasty-basil,3
madam,1,soare-canty-milpa-madam,4
allow,1,soare-aloft-alway-allow,4
llama,1,soare-clink-palms-llama,4
angry,1,soare-hairy-angry,3
filet,1,soare-inlet-filet,3
nadir,1,soare-rainy-nadir,3
ovoid,1,soare-biont-ovoid,3
thump,1,soare-linty-butch-thump,4
scrap,1,soare-strap-scrap,3
apple,1,soare-gault-amped-apple,4
cavil,1,soare-canty-bubal-cavil,4
those,1,soare-chode-tawai-those,4
ninja,1,soare-canty-final-ninja,4
voila,1,soare-tical-voila,3
banjo,1,soare-aloft-bacon-banjo,4
gully,1,soare-linty-badly-fadge-gully,5
idiom,1,soare-biont-odium-idiom,4
teach,1,soare-letch-teach,3
ovine,1,soare-clonk-spivs-ovine,4
swath,1,soare-thilk-ewest-swath,4
smash,1,soare-thilk-amowt-smash,4
tract,1,soare-train-mulct-tract,4
topic,1,soare-bludy-tonic-capex-topic,5
lurch,1,soare-briny-luach-lurch,4
prowl,1,soare-crout-blown-galop-prowl,5
comma,1,soare-tical-comma,3
mayor,1,soare-manor-enjoy-mayor,4
sixth,1,soare-flint-bothy-sixth,4
noose,1,soare-pious-gamin-noose,4
raspy,1,soare-marsh-raspy,3
slack,1,soare-thilk-slack,3
rider,1,soare-cider-rawin-rider,4
craze,1,soare-gitch-avant-craze,4
color,1,soare-north-rocky-color,4
stoke,1,soare-stank-stoke,3
roast,1,soare-roast,2
filer,1,soare-cider-favel-filer,4
gaily,1,soare-canty-godly-aiyee-gaily,5
ferry,1,soare-certy-bumfs-ferry,4
ralph,1,soare-rainy-pujah-ralph,4
valet,1,soare-clean-bagel-valet,4
piece,1,soare-tuile-ginch-piece,4
fruit,1,soare-briny-defat-fruit,4
aping,1,soare-canty-align-agape-aping,5
fiber,1,soare-cider-favel-boxen-fiber,5
bathe,1,soare-gault-bathe,3
fatal,1,soare-canty-fault-fatal,4
match,1,soare-canty-bitch-lymph-match,5
abate,1,soare-alive-agate-abate,4
pasta,1,soare-pasty-pasta,3
sever,1,soare-wiper-uneth-sever,4
scope,1,soare-stank-aleph-scope,4
fairy,1,soare-hairy-daffs-fairy,4
treat,1,soare-later-godet-treat,4
score,1,soare-chant-score,3
mummy,1,soare-linty-dumpy-madge-mummy,5
masse,1,soare-basti-masse,3
trail,1,soare-train-ablet-trail,4
trait,1,soare-train-ablet-trait,4
block,1,soare-biont-carom-block,4
carry,1,soare-hairy-campi-carry,4
repay,1,soare-later-break-copay-repay,5
truce,1,soare-price-truce,3
order,1,soare-older-adore-order,4
taunt,1,soare-canty-daunt-tavah-taunt,5
juice,1,soare-tuile-gaddi-juice,4
pasty,1,soare-pasty,2
young,1,soare-bludy-thang-young,4
leggy,1,soare-inlet-elegy-leggy,4
close,1,soare-chode-close,3
glory,1,soare-hyoid-glory,3
feast,1,soare-fluyt-feast,3
mourn,1,soare-crudy-mourn,3
surge,1,soare-cupel-surge,3
stork,1,soare-chant-dumky-stork,4
brand,1,soare-train-drack-badge-brand,5
axiom,1,soare-aloft-axion-axiom,4
gloss,1,soare-glost-gloss,3
payer,1,soare-later-grype-payer,4
shalt,1,soare-thilk-shalt,3
affix,1,soare-canty-apiol-affix,4
chain,1,soare-clink-chain,3
sunny,1,soare-flint-spunk-sunny,4
pixel,1,soare-inlet-pibal-pixel,4
slate,1,soare-thilk-slate,3
serum,1,soare-wiper-serum,3
afoul,1,soare-aloft-afoul,3
olden,1,soare-melon-olden,3
unwed,1,soare-inlet-unfed-unwed,4
regal,1,soare-later-regal,3
shard,1,soare-thack-amped-shard,4
speak,1,soare-steak-apian-speak,4
salve,1,soare-acute-salve,3
safer,1,soare-aheap-confs-safer,4
angel,1,soare-clean-pangs-angel,4
burnt,1,soare-briny-burnt,3
align,1,soare-canty-align,3
label,1,soare-clean-bagel-label,4
penny,1,soare-inlet-bench-penny,4
bloke,1,soare-clonk-bloke,3
whoop,1,soare-biont-flock-whoop,4
cairn,1,soare-hairy-cairn,3
shift,1,soare-flint-awash-shift,4
mango,1,soare-aloft-bacon-mango,4
irony,1,soare-crout-blown-figgy-irony,5
burly,1,soare-briny-burly,3
piety,1,soare-inlet-tepid-piety,4
mamma,1,soare-canty-milpa-agmas-mamma,5
dryer,1,soare-cider-fetor-dryer,4
blast,1,soare-clash-bafts-blast,4
winch,1,soare-linty-milch-cowps-winch,5
hatch,1,soare-canty-bitch-lymph-halwa-hatch,6
larva,1,soare-rainy-cheka-larva,4
scary,1,soare-thack-arefy-scary,4
tripe,1,soare-price-gaita-tripe,4
aider,1,soare-later-bidon-aider,4
tweed,1,soare-inlet-tweed,3
spill,1,soare-flint-apeak-spill,4
sleek,1,soare-spelt-sleek,3
brisk,1,soare-brust-brisk,3
brush,1,soare-brust-brush,3
geese,1,soare-guest-geese,3
snail,1,soare-thilk-algin-snail,4
hippy,1,soare-linty-pized-hemps-hippy,5
shame,1,soare-thilk-damps-shame,4
dwell,1,soare-inlet-elegy-whelp-dwell,5
vague,1,soare-gault-vague,3
wince,1,soare-tuile-ginch-macaw-wince,5
north,1,soare-north,2
eerie,1,soare-price-dirge-eerie,4
chock,1,soare-biont-flock-chock,4
mauve,1,soare-gault-mauve,3
hymen,1,soare-inlet-query-hymen,4
wagon,1,soare-aloft-bacon-wagon,4
bland,1,soare-clink-bated-bland,4
phase,1,soare-chase-phase,3
knave,1,soare-alive-kench-knave,4
flush,1,soare-mushy-baffs-flush,4
chief,1,soare-inlet-bicep-chief,4
thing,1,soare-linty-thing,3
motor,1,soare-north-mater-motor,4
binge,1,soare-tuile-ginch-binge,4
plead,1,soare-clean-bepat-plead,4
wryly,1,soare-briny-daynt-wryly,4
poise,1,soare-pious-poise,3
scorn,1,soare-chant-scorn,3
sound,1,soare-gouty-sound,3
broom,1,soare-crout-blown-miked-broom,5
tough,1,soare-bludy-match-tough,4
boney,1,soare-manly-bacha-boney,4
witch,1,soare-linty-dight-pshaw-witch,5
iliac,1,soare-canty-ailed-iliac,4
fried,1,soare-cider-defat-fried,4
drake,1,soare-gitch-dumka-drake,4
silky,1,soare-flint-akela-silky,4
foist,1,soare-buist-fehme-foist,4
thumb,1,soare-linty-butch-thumb,4
spent,1,soare-spelt-spent,3
tardy,1,soare-rainy-depth-tardy,4
chart,1,soare-audit-chart,3
renew,1,soare-cider-great-anvil-renew,5
press,1,soare-risen-chats-damps-press,5
cacao,1,soare-aloft-bacon-mache-cacao,5
opium,1,soare-biont-odium-opium,4
latte,1,soare-gault-airth-latte,4
dream,1,soare-later-break-datum-dream,5
cabin,1,soare-canty-cabin,3
inlet,1,soare-inlet,2
argue,1,soare-barge-argue,3
inbox,1,soare-biont-inbox,3
wrist,1,soare-brust-twiny-wrist,4
stain,1,soare-thilk-aband-stain,4
could,1,soare-bludy-cahow-could,4
dirty,1,soare-briny-dalts-dirty,4
gross,1,soare-crost-dagga-gross,4
stole,1,soare-stank-alive-stole,4
bravo,1,soare-bravo,2
lurid,1,soare-briny-girth-lurid,4
pubic,1,soare-linty-quich-calpa-pubic,5
snowy,1,soare-chout-apiol-knawe-snowy,5
uncle,1,soare-tuile-uncle,3
adobe,1,soare-abode-adobe,3
today,1,soare-tical-dopey-today,4
bread,1,soare-later-break-bread,4
berry,1,soare-certy-bumfs-berry,4
award,1,soare-audit-award,3
horse,1,soare-hurds-horse,3
